종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,수급일자,기관순매수,외국인순매수
한화비전,54400.0,+6.46%,1445730.0,77829.0,919225.0,489790,https://kr.tradingview.com/symbols/KRX-489790/,2026.01.21,7269,87434
와이씨켐 *,21450.0,+5.41%,286590.0,6101.0,158203.0,112290,https://kr.tradingview.com/symbols/KRX-112290/,2026.01.21,-4,-20273
유니테스트 *,11900.0,+4.39%,122786.0,1452.0,110523.0,086390,https://kr.tradingview.com/symbols/KRX-086390/,2026.01.21,-3721,-13140
레이저쎌 *,1921.0,+4.01%,2368564.0,4715.0,229262.0,412350,https://kr.tradingview.com/symbols/KRX-412350/,2026.01.21,-6000,-35727
엠케이전자 *,9110.0,+2.94%,463718.0,4200.0,566667.0,033160,https://kr.tradingview.com/symbols/KRX-033160/,2026.01.21,1581,24000
제너셈 *,5020.0,+2.76%,48124.0,238.0,91031.0,217190,https://kr.tradingview.com/symbols/KRX-217190/,2026.01.21,-2,-28227
워트 *,7010.0,+2.49%,73534.0,515.0,127102.0,396470,https://kr.tradingview.com/symbols/KRX-396470/,2026.01.21,-206,-50506
아이엠티 *,9520.0,+2.48%,45678.0,434.0,34413.0,451220,https://kr.tradingview.com/symbols/KRX-451220/,2026.01.21,0,-9567
오픈엣지테크놀로지 *,13450.0,+2.44%,215525.0,2899.0,223919.0,394280,https://kr.tradingview.com/symbols/KRX-394280/,2026.01.21,-6310,17041
에스티아이 *,29550.0,+2.43%,304632.0,9125.0,197305.0,039440,https://kr.tradingview.com/symbols/KRX-039440/,2026.01.21,-17092,32280
이오테크닉스 *,299500.0,+2.39%,130492.0,38917.0,111566.0,039030,https://kr.tradingview.com/symbols/KRX-039030/,2026.01.21,-6957,3279
마이크로투나노 *,13550.0,+2.26%,196060.0,2587.0,341389.0,424980,https://kr.tradingview.com/symbols/KRX-424980/,2026.01.21,-8710,16088
SK하이닉스,755000.0,+2.03%,3503482.0,2667972.0,5108442.0,000660,https://kr.tradingview.com/symbols/KRX-000660/,2026.01.21,-3715,-53204
윈팩 *,510.0,+2.00%,736122.0,375.0,698491.0,097800,https://kr.tradingview.com/symbols/KRX-097800/,2026.01.21,0,-77175
삼성전자,152300.0,+1.87%,31014713.0,4789924.0,31703610.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,2026.01.21,426468,6600000
디아이티 *,17680.0,+1.78%,130270.0,2298.0,98107.0,110990,https://kr.tradingview.com/symbols/KRX-110990/,2026.01.21,7592,958
미래반도체 *,15740.0,+1.22%,92477.0,1479.0,83892.0,254490,https://kr.tradingview.com/symbols/KRX-254490/,2026.01.21,0,-13023
큐알티 *,15420.0,+1.11%,53092.0,818.0,73705.0,405100,https://kr.tradingview.com/symbols/KRX-405100/,2026.01.21,-228,-16972
예스티 *,18430.0,+1.04%,256543.0,4793.0,233101.0,122640,https://kr.tradingview.com/symbols/KRX-122640/,2026.01.21,54699,-11335
제우스 *,15260.0,+0.86%,440419.0,6833.0,360425.0,079370,https://kr.tradingview.com/symbols/KRX-079370/,2026.01.21,10964,-40685
오로스테크놀로지 *,24750.0,+0.61%,98099.0,2464.0,52052.0,322310,https://kr.tradingview.com/symbols/KRX-322310/,2026.01.21,244,-128
와이씨 *,14420.0,+0.56%,461539.0,6684.0,426194.0,232140,https://kr.tradingview.com/symbols/KRX-232140/,2026.01.21,35390,-39103
케이씨텍,38300.0,+0.39%,89359.0,3441.0,107469.0,281820,https://kr.tradingview.com/symbols/KRX-281820/,2026.01.21,-17591,1168
고영 *,29050.0,0.00%,5158449.0,155643.0,5023662.0,098460,https://kr.tradingview.com/symbols/KRX-098460/,2026.01.21,29685,-70262
디아이,28700.0,-0.35%,326851.0,9457.0,525558.0,003160,https://kr.tradingview.com/symbols/KRX-003160/,2026.01.21,12656,63844
한미반도체,170400.0,-1.05%,1034709.0,178484.0,1012880.0,042700,https://kr.tradingview.com/symbols/KRX-042700/,2026.01.21,-78007,101274
피에스케이홀딩스 *,62700.0,-1.57%,365851.0,22986.0,724932.0,031980,https://kr.tradingview.com/symbols/KRX-031980/,2026.01.21,101292,42164
테크윙 *,37200.0,-4.98%,2107948.0,79355.0,3693805.0,089030,https://kr.tradingview.com/symbols/KRX-089030/,2026.01.21,-1591658,-60050
