종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,수급일자,기관순매수,외국인순매수
해성옵틱스 *,1972.0,+29.99%,37708990.0,71337.0,46548201.0,076610,https://kr.tradingview.com/symbols/KRX-076610/,2026.01.21,-71200,-1151956
아모텍 *,10470.0,+19.93%,1964063.0,19909.0,404198.0,052710,https://kr.tradingview.com/symbols/KRX-052710/,2026.01.21,22219,-76804
삼성SDI,384500.0,+18.67%,5826186.0,2141924.0,1109366.0,006400,https://kr.tradingview.com/symbols/KRX-006400/,2026.01.21,39483,-150368
레몬 *,8690.0,+9.86%,1097038.0,9647.0,99584.0,294140,https://kr.tradingview.com/symbols/KRX-294140/,2026.01.21,0,15949
서진시스템 *,32050.0,+8.28%,2465789.0,77803.0,908404.0,178320,https://kr.tradingview.com/symbols/KRX-178320/,2026.01.21,74612,-3785
제이앤티씨 *,20600.0,+7.63%,635017.0,13027.0,215341.0,204270,https://kr.tradingview.com/symbols/KRX-204270/,2026.01.21,21226,-3630
아모그린텍 *,6390.0,+7.58%,248599.0,1543.0,91656.0,125210,https://kr.tradingview.com/symbols/KRX-125210/,2026.01.21,1,-31835
이엠텍 *,7840.0,+6.67%,108775.0,837.0,83984.0,091120,https://kr.tradingview.com/symbols/KRX-091120/,2026.01.21,16,-36826
켐트로닉스 *,32850.0,+6.66%,896854.0,29122.0,233113.0,089010,https://kr.tradingview.com/symbols/KRX-089010/,2026.01.21,-440,-14830
테이팩스,15150.0,+5.72%,53427.0,805.0,11609.0,055490,https://kr.tradingview.com/symbols/KRX-055490/,2026.01.21,-833,-3070
덕산네오룩스 *,36000.0,+5.57%,232560.0,8315.0,220144.0,213420,https://kr.tradingview.com/symbols/KRX-213420/,2026.01.21,-69061,13717
웰킵스하이텍 *,669.0,+4.53%,158845.0,107.0,115665.0,043590,https://kr.tradingview.com/symbols/KRX-043590/,2026.01.21,0,6904
파워로직스 *,6420.0,+3.88%,1437438.0,9197.0,11109764.0,047310,https://kr.tradingview.com/symbols/KRX-047310/,2026.01.21,-141,118685
LG디스플레이,12660.0,+3.86%,2607168.0,32732.0,2032287.0,034220,https://kr.tradingview.com/symbols/KRX-034220/,2026.01.21,-216518,-313269
노바텍 *,24950.0,+3.31%,257201.0,6331.0,271332.0,285490,https://kr.tradingview.com/symbols/KRX-285490/,2026.01.21,-8629,-59616
링크드 *,413.0,+2.99%,3251768.0,1404.0,3333383.0,193250,https://kr.tradingview.com/symbols/KRX-193250/,2026.01.21,0,136408
인터플렉스 *,10760.0,+2.97%,202990.0,2144.0,135507.0,051370,https://kr.tradingview.com/symbols/KRX-051370/,2026.01.21,2198,1295
세경하이테크 *,4710.0,+2.84%,167554.0,785.0,159564.0,148150,https://kr.tradingview.com/symbols/KRX-148150/,2026.01.21,4,-56921
유아이엘 *,3495.0,+2.64%,464611.0,1583.0,1535082.0,049520,https://kr.tradingview.com/symbols/KRX-049520/,2026.01.21,109910,-218009
케이이엠텍 *,700.0,+2.49%,444906.0,308.0,484619.0,106080,https://kr.tradingview.com/symbols/KRX-106080/,2026.01.21,-2837,-50578
삼성전자,152300.0,+1.87%,31014713.0,4789924.0,31703610.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,2026.01.21,426468,6600000
대덕전자,50400.0,+1.72%,995353.0,49955.0,652595.0,353200,https://kr.tradingview.com/symbols/KRX-353200/,2026.01.21,-73477,112307
피델릭스 *,1076.0,+1.51%,143735.0,154.0,225388.0,032580,https://kr.tradingview.com/symbols/KRX-032580/,2026.01.21,0,-52661
LG이노텍,283000.0,+1.43%,186853.0,53063.0,147588.0,011070,https://kr.tradingview.com/symbols/KRX-011070/,2026.01.21,-17682,33653
디케이티 *,6910.0,+1.32%,62626.0,432.0,106353.0,290550,https://kr.tradingview.com/symbols/KRX-290550/,2026.01.21,-32,-26046
기가레인 *,551.0,+1.10%,364299.0,202.0,265942.0,049080,https://kr.tradingview.com/symbols/KRX-049080/,2026.01.21,0,-724
시노펙스 *,5680.0,+1.07%,410363.0,2324.0,500762.0,025320,https://kr.tradingview.com/symbols/KRX-025320/,2026.01.21,84454,-143088
슈피겐코리아 *,21950.0,+0.92%,11784.0,257.0,9357.0,192440,https://kr.tradingview.com/symbols/KRX-192440/,2026.01.21,-10,-2596
디티씨 *,3045.0,+0.83%,41297.0,125.0,22087.0,066670,https://kr.tradingview.com/symbols/KRX-066670/,2026.01.21,0,-224
토비스 *,15530.0,+0.65%,61040.0,948.0,90640.0,051360,https://kr.tradingview.com/symbols/KRX-051360/,2026.01.21,-16870,44542
하이비젼시스템 *,16310.0,+0.49%,167058.0,2709.0,104600.0,126700,https://kr.tradingview.com/symbols/KRX-126700/,2026.01.21,1233,23001
엘엠에스 *,5160.0,+0.19%,29666.0,153.0,50741.0,073110,https://kr.tradingview.com/symbols/KRX-073110/,2026.01.21,0,-1470
동운아나텍 *,27000.0,+0.19%,122716.0,3328.0,144518.0,094170,https://kr.tradingview.com/symbols/KRX-094170/,2026.01.21,402,-6824
유아이디 *,1076.0,+0.09%,39002.0,42.0,6861.0,069330,https://kr.tradingview.com/symbols/KRX-069330/,2026.01.21,0,-539
한국컴퓨터 *,4825.0,0.00%,19253.0,93.0,45423.0,054040,https://kr.tradingview.com/symbols/KRX-054040/,2026.01.21,34,-10012
케스피온 *,527.0,0.00%,335057.0,173.0,1175620.0,079190,https://kr.tradingview.com/symbols/KRX-079190/,2026.01.21,0,131198
