종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
에스코넥 *,906.0,+29.99%,4657794.0,4187.0,464155.0,096630,https://kr.tradingview.com/symbols/KRX-096630/,719억,2026.02.12,0,-117650
파인엠텍 *,11670.0,+8.56%,1979631.0,22837.0,879900.0,441270,https://kr.tradingview.com/symbols/KRX-441270/,"4,739억",2026.02.12,84452,91574
삼성전자,178600.0,+6.44%,41156377.0,7254085.0,22760242.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,"10,572,473억",2026.02.12,244823,13526444
LG화학,336500.0,+4.34%,574681.0,192486.0,393723.0,051910,https://kr.tradingview.com/symbols/KRX-051910/,"237,543억",2026.02.12,1256,168351
원익큐브 *,2010.0,+4.15%,760642.0,1526.0,358419.0,014190,https://kr.tradingview.com/symbols/KRX-014190/,712억,2026.02.12,0,-64751
삼성전기,319500.0,+3.23%,511600.0,162910.0,431768.0,009150,https://kr.tradingview.com/symbols/KRX-009150/,"238,646억",2026.02.12,-28808,177107
파인텍 *,784.0,+3.16%,509689.0,397.0,160713.0,131760,https://kr.tradingview.com/symbols/KRX-131760/,340억,2026.02.12,0,58001
코오롱인더,62700.0,+1.95%,327969.0,20444.0,304376.0,120110,https://kr.tradingview.com/symbols/KRX-120110/,"17,254억",2026.02.12,-27617,24759
노바텍 *,27200.0,+1.49%,141674.0,3835.0,158564.0,285490,https://kr.tradingview.com/symbols/KRX-285490/,"2,877억",2026.02.12,12,-23335
인터플렉스 *,12900.0,+1.26%,143863.0,1842.0,149653.0,051370,https://kr.tradingview.com/symbols/KRX-051370/,"3,009억",2026.02.12,708,35807
비에이치,21900.0,+1.15%,600177.0,13098.0,1999165.0,090460,https://kr.tradingview.com/symbols/KRX-090460/,"7,383억",2026.02.12,207696,-87342
테이팩스,15970.0,+1.01%,13494.0,214.0,22000.0,055490,https://kr.tradingview.com/symbols/KRX-055490/,762억,2026.02.12,15,2045
SKC,109700.0,0.00%,205003.0,22514.0,196603.0,011790,https://kr.tradingview.com/symbols/KRX-011790/,"41,542억",2026.02.12,-17255,-34799
상보 *,813.0,0.00%,310511.0,253.0,1187819.0,027580,https://kr.tradingview.com/symbols/KRX-027580/,481억,2026.02.12,0,-16642
LG디스플레이,11910.0,0.00%,4540623.0,54139.0,3354680.0,034220,https://kr.tradingview.com/symbols/KRX-034220/,"59,550억",2026.02.12,344749,-215354
이녹스첨단소재 *,37700.0,-0.26%,532350.0,20003.0,538786.0,272290,https://kr.tradingview.com/symbols/KRX-272290/,"7,513억",2026.02.12,-52557,-19722
켐트로닉스 *,32850.0,-0.30%,158568.0,5228.0,206623.0,089010,https://kr.tradingview.com/symbols/KRX-089010/,"5,367억",2026.02.12,-2732,-20281
유티아이 *,21900.0,-0.45%,69596.0,1517.0,31952.0,179900,https://kr.tradingview.com/symbols/KRX-179900/,"4,334억",2026.02.12,-2009,-7324
PI첨단소재,20250.0,-1.22%,217469.0,4461.0,280002.0,178920,https://kr.tradingview.com/symbols/KRX-178920/,"5,947억",2026.02.12,4648,49046
도우인시스 *,23800.0,-1.24%,26197.0,625.0,14766.0,484120,https://kr.tradingview.com/symbols/KRX-484120/,"2,608억",2026.02.12,1982,-198
KH바텍 *,16760.0,-1.24%,287897.0,4829.0,216187.0,060720,https://kr.tradingview.com/symbols/KRX-060720/,"3,968억",2026.02.12,2377,50798
동운아나텍 *,30150.0,-1.31%,107848.0,3275.0,72242.0,094170,https://kr.tradingview.com/symbols/KRX-094170/,"6,304억",2026.02.12,4,1412
세경하이테크 *,5100.0,-1.35%,93585.0,476.0,116954.0,148150,https://kr.tradingview.com/symbols/KRX-148150/,"1,813억",2026.02.12,4,-13772
디케이티 *,11480.0,-2.30%,603085.0,6934.0,560986.0,290550,https://kr.tradingview.com/symbols/KRX-290550/,"2,296억",2026.02.12,130415,-61776
