종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
제이케이시냅스 *,2725.0,+22.47%,1863376.0,4867.0,892115.0,060230,https://kr.tradingview.com/symbols/KRX-060230/,220억,2026.02.12,0,16385
인포바인 *,86000.0,+8.04%,13153.0,1104.0,3383.0,115310,https://kr.tradingview.com/symbols/KRX-115310/,"2,746억",2026.02.12,401,5030
삼성전자,178600.0,+6.44%,41156377.0,7254085.0,22760242.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,"10,572,473억",2026.02.12,244823,13526444
코나아이 *,61500.0,+3.71%,110736.0,6773.0,69431.0,052400,https://kr.tradingview.com/symbols/KRX-052400/,"8,956억",2026.02.12,24199,-48
나이스정보통신 *,25450.0,+2.21%,9392.0,238.0,10002.0,036800,https://kr.tradingview.com/symbols/KRX-036800/,"2,545억",2026.02.12,-2154,2476
효성,150000.0,+1.56%,25243.0,3766.0,26016.0,004800,https://kr.tradingview.com/symbols/KRX-004800/,"25,111억",2026.02.12,7646,-4054
지니틱스 *,724.0,+1.54%,466254.0,342.0,157349.0,303030,https://kr.tradingview.com/symbols/KRX-303030/,268억,2026.02.12,0,90871
KG이니시스 *,11450.0,+1.42%,157074.0,1806.0,189074.0,035600,https://kr.tradingview.com/symbols/KRX-035600/,"3,155억",2026.02.12,-14239,11257
삼성카드,61500.0,+0.99%,227277.0,14039.0,123952.0,029780,https://kr.tradingview.com/symbols/KRX-029780/,"71,253억",2026.02.12,46985,-7408
에이텍모빌리티 *,9960.0,+0.91%,17575.0,175.0,12227.0,224110,https://kr.tradingview.com/symbols/KRX-224110/,532억,2026.02.12,0,3389
갤럭시아머니트리 *,10890.0,+0.83%,453072.0,4902.0,292130.0,094480,https://kr.tradingview.com/symbols/KRX-094480/,"4,272억",2026.02.12,-47,-36679
NHN KCP *,21050.0,+0.72%,911770.0,19202.0,666597.0,060250,https://kr.tradingview.com/symbols/KRX-060250/,"8,454억",2026.02.12,-143,-94157
한국정보통신 *,8120.0,+0.62%,10111.0,82.0,11713.0,025770,https://kr.tradingview.com/symbols/KRX-025770/,"3,040억",2026.02.12,0,-906
효성ITX,12880.0,+0.55%,14594.0,187.0,23023.0,094280,https://kr.tradingview.com/symbols/KRX-094280/,"1,489억",2026.02.12,-1489,3267
파트론 *,7630.0,+0.53%,475571.0,3644.0,1085287.0,091700,https://kr.tradingview.com/symbols/KRX-091700/,"4,196억",2026.02.12,-38273,148700
한솔테크닉스,5850.0,+0.52%,152900.0,894.0,139100.0,004710,https://kr.tradingview.com/symbols/KRX-004710/,"1,878억",2026.02.12,660,10522
KG모빌리언스 *,5450.0,+0.18%,204879.0,1117.0,174658.0,046440,https://kr.tradingview.com/symbols/KRX-046440/,"2,072억",2026.02.12,11147,24622
유비벨록스 *,5620.0,+0.18%,39544.0,221.0,34531.0,089850,https://kr.tradingview.com/symbols/KRX-089850/,828억,2026.02.12,0,686
케이사인 *,10090.0,-0.20%,23000.0,232.0,22806.0,192250,https://kr.tradingview.com/symbols/KRX-192250/,713억,2026.02.12,8546,-1641
이루온 *,1451.0,-0.75%,123547.0,179.0,120470.0,065440,https://kr.tradingview.com/symbols/KRX-065440/,396억,2026.02.12,0,25549
다날 *,8630.0,-0.80%,2374271.0,20714.0,3041454.0,064260,https://kr.tradingview.com/symbols/KRX-064260/,"6,505억",2026.02.12,-18244,-70369
드림시큐리티 *,1712.0,-1.10%,418391.0,716.0,644066.0,203650,https://kr.tradingview.com/symbols/KRX-203650/,"1,637억",2026.02.12,0,-110011
한국정보인증 *,6780.0,-1.17%,294512.0,2011.0,315941.0,053300,https://kr.tradingview.com/symbols/KRX-053300/,"2,878억",2026.02.12,-18276,-40994
라온시큐어 *,9410.0,-1.57%,66919.0,630.0,86716.0,042510,https://kr.tradingview.com/symbols/KRX-042510/,"1,054억",2026.02.12,-44,2062
알에프텍 *,1824.0,-2.77%,73129.0,135.0,104137.0,061040,https://kr.tradingview.com/symbols/KRX-061040/,585억,2026.02.12,3,-8313
아모텍 *,10730.0,-4.62%,818659.0,9096.0,2609512.0,052710,https://kr.tradingview.com/symbols/KRX-052710/,"1,568억",2026.02.12,18925,-116268
