종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
뉴로핏 *,36700.0,+29.91%,10513044.0,356734.0,549054.0,380550,https://kr.tradingview.com/symbols/KRX-380550/,"4,271억",2026.02.02,88965,-4140
아크릴 *,47600.0,+22.68%,2266549.0,106345.0,437811.0,0007C0,https://kr.tradingview.com/symbols/KRX-000070/,"4,627억",2026.02.02,1291,-7435
삼미금속 *,16150.0,+16.61%,15923686.0,258746.0,13345211.0,012210,https://kr.tradingview.com/symbols/KRX-012210/,"3,584억",2026.02.02,0,16048
쿼드메디슨 *,15000.0,+11.28%,4593737.0,71400.0,424695.0,464490,https://kr.tradingview.com/symbols/KRX-464490/,"1,701억",2026.02.02,-14837,-96619
그래피 *,57300.0,+3.80%,502091.0,28474.0,610570.0,318060,https://kr.tradingview.com/symbols/KRX-318060/,"6,370억",2026.02.02,5964,-33180
테라뷰 *,9090.0,+2.02%,6031929.0,56664.0,1220037.0,950250,https://kr.tradingview.com/symbols/KRX-950250/,"3,229억",2026.02.02,-413,-112923
삼성스팩12호 *,2050.0,+1.49%,372454.0,755.0,187260.0,0096B0,https://kr.tradingview.com/symbols/KRX-000960/,,,,
엔에이치스팩32호 *,2040.0,+1.24%,85430.0,173.0,129019.0,0054V0,https://kr.tradingview.com/symbols/KRX-000540/,"2,258억",2026.02.02,-186,-14578
그린광학 *,35400.0,+1.00%,1330794.0,47809.0,1158341.0,0015G0,https://kr.tradingview.com/symbols/KRX-000150/,"134,733억",2026.02.02,-5459,10385
엔알비 *,18680.0,+0.92%,223977.0,4210.0,168679.0,475230,https://kr.tradingview.com/symbols/KRX-475230/,"1,963억",2026.02.02,3561,52239
KB제32호스팩 *,2025.0,+0.50%,27520.0,56.0,48253.0,0037T0,https://kr.tradingview.com/symbols/KRX-000370/,"6,829억",2026.02.02,36774,-69668
