종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
제닉 *,21250.0,+29.89%,1700348.0,34194.0,268421.0,123330,https://kr.tradingview.com/symbols/KRX-123330/,"1,693억",2026.02.02,-36090,152708
네오팜 *,20200.0,+8.02%,420306.0,8453.0,99490.0,092730,https://kr.tradingview.com/symbols/KRX-092730/,"3,238억",2026.02.02,-12821,175031
엔에프씨 *,4990.0,+7.43%,444483.0,2204.0,147560.0,265740,https://kr.tradingview.com/symbols/KRX-265740/,891억,2026.02.02,10324,28674
아이패밀리에스씨 *,16090.0,+6.98%,281376.0,4417.0,131285.0,114840,https://kr.tradingview.com/symbols/KRX-114840/,"2,787억",2026.02.02,2235,20009
프롬바이오 *,1562.0,+4.20%,4197108.0,6919.0,4421050.0,377220,https://kr.tradingview.com/symbols/KRX-377220/,442억,2026.02.02,-1249,-210643
코스메카코리아 *,99400.0,+3.11%,254476.0,25041.0,232782.0,241710,https://kr.tradingview.com/symbols/KRX-241710/,"1,616억",2026.02.02,12691,24539
잉글우드랩 *,12490.0,+3.05%,238191.0,2952.0,109287.0,950140,https://kr.tradingview.com/symbols/KRX-950140/,"2,481억",2026.02.02,9013,50210
셀바이오휴먼텍 *,8680.0,+2.00%,124567.0,1095.0,41801.0,318160,https://kr.tradingview.com/symbols/KRX-318160/,811억,2026.02.02,0,17417
에이피알,274000.0,+1.48%,581595.0,161286.0,372048.0,278470,https://kr.tradingview.com/symbols/KRX-278470/,"102,560억",2026.02.02,-11728,90362
디와이디 *,1705.0,+1.43%,335466.0,581.0,452205.0,219550,https://kr.tradingview.com/symbols/KRX-219550/,533억,2026.02.02,0,64859
오가닉티코스메틱 *,134.0,+0.75%,2595585.0,341.0,4783683.0,900300,https://kr.tradingview.com/symbols/KRX-900300/,336억,2026.02.02,0,730764
코웨이,83600.0,+0.24%,483854.0,39995.0,521850.0,021240,https://kr.tradingview.com/symbols/KRX-021240/,"6,116억",2026.02.02,-55954,73568
내츄럴엔도텍 *,2720.0,-0.18%,97115.0,257.0,213115.0,168330,https://kr.tradingview.com/symbols/KRX-168330/,864억,2026.02.02,-5245,-7508
아모레퍼시픽홀딩스,28600.0,-0.35%,260854.0,7515.0,175482.0,002790,https://kr.tradingview.com/symbols/KRX-002790/,"22,725억",2026.02.02,-15521,63405
승일 *,8000.0,-0.37%,1539.0,12.0,2452.0,049830,https://kr.tradingview.com/symbols/KRX-049830/,491억,2026.02.02,0,31
아모레퍼시픽,138200.0,-0.43%,365431.0,50491.0,265379.0,090430,https://kr.tradingview.com/symbols/KRX-090430/,"8,837억",2026.02.02,65934,71373
