종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
신일전자,1334.0,+0.30%,831361.0,1101.0,808169.0,002700,https://kr.tradingview.com/symbols/KRX-002700/,948억,2026.02.02,180,-139067
코웨이,83600.0,+0.24%,483854.0,39995.0,521850.0,021240,https://kr.tradingview.com/symbols/KRX-021240/,"6,116억",2026.02.02,-55954,73568
크린앤사이언스 *,3275.0,0.00%,9325.0,31.0,8666.0,045520,https://kr.tradingview.com/symbols/KRX-045520/,213억,2026.02.02,0,79
케이웨더 *,3045.0,-0.16%,36558.0,108.0,32579.0,068100,https://kr.tradingview.com/symbols/KRX-068100/,303억,2026.02.02,0,-12203
씨앤투스 *,2160.0,-1.37%,48931.0,105.0,84233.0,352700,https://kr.tradingview.com/symbols/KRX-352700/,568억,2026.02.02,4624,137
쿠쿠홈시스,23200.0,-1.49%,16170.0,376.0,33009.0,284740,https://kr.tradingview.com/symbols/KRX-284740/,"5,205억",2026.02.02,1894,-4373
위닉스 *,5010.0,-1.76%,27764.0,140.0,36412.0,044340,https://kr.tradingview.com/symbols/KRX-044340/,895억,2026.02.02,1,-8197
오텍 *,1860.0,-2.05%,83942.0,156.0,63521.0,067170,https://kr.tradingview.com/symbols/KRX-067170/,444억,2026.02.02,0,-37862
LG전자,96600.0,-2.52%,1073877.0,104971.0,1139046.0,066570,https://kr.tradingview.com/symbols/KRX-066570/,"157,348억",2026.02.02,-142225,82844
성호전자 *,16840.0,-3.16%,1278851.0,21557.0,1701390.0,043260,https://kr.tradingview.com/symbols/KRX-043260/,"11,943억",2026.02.02,-6773,-202362
에스피지 *,148500.0,-3.38%,931165.0,143828.0,687905.0,058610,https://kr.tradingview.com/symbols/KRX-058610/,"32,933억",2026.02.02,-55272,17482
삼성전자,150400.0,-6.29%,39737461.0,6134346.0,40557267.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,"8,903,135억",2026.02.02,-3097649,-6237202
