종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
뉴로핏 *,36700.0,+29.91%,10513044.0,356734.0,549054.0,380550,https://kr.tradingview.com/symbols/KRX-380550/,"4,271억",2026.02.02,88965,-4140
네오펙트 *,1162.0,+22.32%,34890860.0,39466.0,35854652.0,290660,https://kr.tradingview.com/symbols/KRX-290660/,880억,2026.02.02,0,-466028
한스바이오메드 *,42150.0,+6.71%,1138065.0,48889.0,1004102.0,042520,https://kr.tradingview.com/symbols/KRX-042520/,"6,003억",2026.02.02,39677,88609
메디아나 *,21000.0,+6.38%,1203303.0,24368.0,1905375.0,041920,https://kr.tradingview.com/symbols/KRX-041920/,"3,906억",2026.02.02,41224,-102169
코렌텍 *,7010.0,+5.57%,679959.0,4893.0,84523.0,104540,https://kr.tradingview.com/symbols/KRX-104540/,896억,2026.02.02,0,-14578
아이센스 *,17160.0,+4.63%,380160.0,6540.0,220077.0,099190,https://kr.tradingview.com/symbols/KRX-099190/,"4,738억",2026.02.02,-11254,96997
알파AI *,2420.0,+2.98%,1676193.0,4061.0,2708719.0,043100,https://kr.tradingview.com/symbols/KRX-043100/,487억,2026.02.02,-1836,-95492
인터로조 *,18010.0,+2.62%,89618.0,1615.0,109235.0,119610,https://kr.tradingview.com/symbols/KRX-119610/,"2,056억",2026.02.02,-8024,-5788
랩지노믹스 *,1798.0,+2.22%,2443929.0,4491.0,653970.0,084650,https://kr.tradingview.com/symbols/KRX-084650/,"1,335억",2026.02.02,-906,-9459
수젠텍 *,6350.0,+2.09%,1592517.0,10637.0,241723.0,253840,https://kr.tradingview.com/symbols/KRX-253840/,"1,063억",2026.02.02,-24,-101120
코어라인소프트 *,4415.0,+1.85%,300257.0,1335.0,178232.0,384470,https://kr.tradingview.com/symbols/KRX-384470/,792억,2026.02.02,0,26302
동운아나텍 *,30800.0,+1.65%,422123.0,13023.0,315353.0,094170,https://kr.tradingview.com/symbols/KRX-094170/,"6,440억",2026.02.02,836,96222
아스테라시스 *,14560.0,+1.61%,574720.0,8541.0,379938.0,450950,https://kr.tradingview.com/symbols/KRX-450950/,"5,461억",2026.02.02,-18399,-19303
레이저옵텍 *,6320.0,+0.96%,90299.0,578.0,85722.0,199550,https://kr.tradingview.com/symbols/KRX-199550/,775억,2026.02.02,0,16523
신흥,13580.0,+0.44%,14039.0,190.0,9043.0,004080,https://kr.tradingview.com/symbols/KRX-004080/,"1,290억",2026.02.02,-401,68
시지메드텍 *,1606.0,+0.38%,2500555.0,3967.0,3866965.0,056090,https://kr.tradingview.com/symbols/KRX-056090/,"1,658억",2026.02.02,0,-352557
휴마시스 *,1002.0,+0.20%,1760682.0,1803.0,1002867.0,205470,https://kr.tradingview.com/symbols/KRX-205470/,"1,296억",2026.02.02,-235,-301233
제놀루션 *,1871.0,+0.05%,72514.0,135.0,155044.0,225220,https://kr.tradingview.com/symbols/KRX-225220/,359억,2026.02.02,-250,-31051
멕아이씨에스 *,1837.0,+0.05%,102465.0,188.0,105148.0,058110,https://kr.tradingview.com/symbols/KRX-058110/,295억,2026.02.02,0,-11844
제노레이 *,4115.0,0.00%,12212.0,50.0,16154.0,122310,https://kr.tradingview.com/symbols/KRX-122310/,599억,2026.02.02,0,-1587
디오 *,15790.0,-0.44%,48576.0,756.0,19386.0,039840,https://kr.tradingview.com/symbols/KRX-039840/,"2,270억",2026.02.02,-23,-16998
로킷헬스케어 *,60200.0,-0.66%,365713.0,22440.0,542436.0,376900,https://kr.tradingview.com/symbols/KRX-376900/,"9,428억",2026.02.02,-21505,23723
씨어스테크놀로지 *,163000.0,-0.67%,78674.0,12761.0,120503.0,458870,https://kr.tradingview.com/symbols/KRX-458870/,"2,645억",2026.02.02,-18613,5911
큐렉소 *,19690.0,-0.71%,4148561.0,86443.0,3065310.0,060280,https://kr.tradingview.com/symbols/KRX-060280/,"8,091억",2026.02.02,-60479,-215391
프리시젼바이오 *,2600.0,-0.76%,29317.0,75.0,16583.0,335810,https://kr.tradingview.com/symbols/KRX-335810/,467억,2026.02.02,0,-1924
에스지헬스케어 *,3170.0,-0.94%,259239.0,864.0,554610.0,398120,https://kr.tradingview.com/symbols/KRX-398120/,375억,2026.02.02,-610,24630
제이엘케이 *,7150.0,-1.11%,564370.0,4113.0,760874.0,322510,https://kr.tradingview.com/symbols/KRX-322510/,"1,825억",2026.02.02,11402,91654
휴비츠 *,8770.0,-1.13%,84637.0,745.0,119513.0,065510,https://kr.tradingview.com/symbols/KRX-065510/,"1,007억",2026.02.02,-1424,-7163
메타케어,297.0,-1.33%,380627.0,112.0,634269.0,118000,https://kr.tradingview.com/symbols/KRX-118000/,510억,2026.02.02,-31977,-23926
레이언스 *,4990.0,-1.38%,19529.0,97.0,12848.0,228850,https://kr.tradingview.com/symbols/KRX-228850/,828억,2026.02.02,150,-2715
티앤엘 *,54200.0,-1.45%,108642.0,5983.0,136344.0,340570,https://kr.tradingview.com/symbols/KRX-340570/,"4,405억",2026.02.02,8968,-10549
HLB생명과학 *,4070.0,-1.45%,563617.0,2335.0,1973450.0,067630,https://kr.tradingview.com/symbols/KRX-067630/,"4,962억",2026.02.02,62,-64917
프로티아 *,5010.0,-1.57%,54690.0,275.0,545125.0,303360,https://kr.tradingview.com/symbols/KRX-303360/,645억,2026.02.02,0,-15006
파인메딕스 *,7250.0,-1.63%,24175.0,176.0,12408.0,387570,https://kr.tradingview.com/symbols/KRX-387570/,408억,2026.02.02,0,-7781
