종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
제주은행,17050.0,+20.32%,16601659.0,275311.0,627458.0,006220,https://kr.tradingview.com/symbols/KRX-006220/,"6,445억",2026.02.02,156206,-72639
하나금융지주,103300.0,+3.20%,1438624.0,149718.0,1080221.0,086790,https://kr.tradingview.com/symbols/KRX-086790/,"287,511억",2026.02.02,-158534,349462
JB금융지주,25300.0,+0.60%,497600.0,12723.0,441821.0,175330,https://kr.tradingview.com/symbols/KRX-175330/,"48,041억",2026.02.02,-77242,134613
우리금융지주,30100.0,-0.50%,2748658.0,83260.0,2015806.0,316140,https://kr.tradingview.com/symbols/KRX-316140/,"22,957억",2026.02.02,-269189,-277
BNK금융지주,16470.0,-0.84%,937192.0,15642.0,1218620.0,138930,https://kr.tradingview.com/symbols/KRX-138930/,"51,111억",2026.02.02,16682,257785
iM금융지주,15370.0,-0.84%,726352.0,11288.0,990788.0,139130,https://kr.tradingview.com/symbols/KRX-139130/,"24,688억",2026.02.02,-15892,20659
KB금융,133700.0,-1.11%,1409820.0,191309.0,1436454.0,105560,https://kr.tradingview.com/symbols/KRX-105560/,"5,115억",2026.02.02,-127391,15894
기업은행,21800.0,-1.58%,1596276.0,34986.0,1717347.0,024110,https://kr.tradingview.com/symbols/KRX-024110/,"173,839억",2026.02.02,-188166,41129
신한지주,82500.0,-2.14%,1592537.0,133633.0,1651120.0,055550,https://kr.tradingview.com/symbols/KRX-055550/,"40,533억",2026.02.02,-185208,161340
카카오뱅크,22100.0,-3.49%,1413847.0,31695.0,1416194.0,323410,https://kr.tradingview.com/symbols/KRX-323410/,"105,420억",2026.02.02,-32708,-96010
