종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
파두 *,27600.0,+29.88%,402454.0,11108.0,0.0,440110,https://kr.tradingview.com/symbols/KRX-440110/,"13,660억",2026.02.02,0,0
이미지스 *,2395.0,+27.73%,14378414.0,32512.0,4951462.0,115610,https://kr.tradingview.com/symbols/KRX-115610/,566억,2026.02.02,0,257281
넥스트칩 *,4050.0,+16.71%,3974884.0,16025.0,1743172.0,396270,https://kr.tradingview.com/symbols/KRX-396270/,"1,331억",2026.02.02,-10872,134028
미래반도체 *,19040.0,+11.54%,2084316.0,40122.0,359879.0,254490,https://kr.tradingview.com/symbols/KRX-254490/,"2,749억",2026.02.02,2091,-58006
아진엑스텍 *,10580.0,+11.25%,1712866.0,18359.0,614694.0,059120,https://kr.tradingview.com/symbols/KRX-059120/,"1,031억",2026.02.02,18228,-75668
시그네틱스 *,909.0,+8.60%,1139278.0,1019.0,583605.0,033170,https://kr.tradingview.com/symbols/KRX-033170/,779억,2026.02.02,0,102658
SK하이닉스,898000.0,+8.19%,3463686.0,3078244.0,7634191.0,000660,https://kr.tradingview.com/symbols/KRX-000660/,"6,552,021억",2026.02.02,-546425,-1674898
삼성전자,162600.0,+8.11%,20583550.0,3288835.0,39748369.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,"9,607,572억",2026.02.02,-3097649,-6237202
엠디바이스 *,19880.0,+8.10%,1356116.0,26629.0,1460786.0,226590,https://kr.tradingview.com/symbols/KRX-226590/,"2,113억",2026.02.02,-6704,-32195
세미파이브 *,28700.0,+7.89%,505868.0,14269.0,1063548.0,490470,https://kr.tradingview.com/symbols/KRX-490470/,"9,675억",2026.02.02,-93844,116652
DB하이텍,110300.0,+7.09%,307180.0,33566.0,781246.0,000990,https://kr.tradingview.com/symbols/KRX-000990/,"47,986억",2026.02.02,206230,-109992
에이엘티 *,14970.0,+6.85%,125857.0,1881.0,177650.0,172670,https://kr.tradingview.com/symbols/KRX-172670/,"1,341억",2026.02.02,1,-484
칩스앤미디어 *,18830.0,+6.63%,270528.0,5007.0,258888.0,094360,https://kr.tradingview.com/symbols/KRX-094360/,"4,007억",2026.02.02,190,-11498
사피엔반도체 *,40150.0,+6.36%,94122.0,3712.0,70404.0,452430,https://kr.tradingview.com/symbols/KRX-452430/,"3,300억",2026.02.02,-13271,26973
자람테크놀로지 *,40750.0,+6.12%,56928.0,2284.0,101982.0,389020,https://kr.tradingview.com/symbols/KRX-389020/,"2,526억",2026.02.02,-1067,6768
아이씨티케이 *,17820.0,+6.01%,2960336.0,54423.0,696571.0,456010,https://kr.tradingview.com/symbols/KRX-456010/,"2,477억",2026.02.02,-11680,62524
