종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
대우건설,7060.0,+22.36%,51272010.0,361657.0,9556343.0,047040,https://kr.tradingview.com/symbols/KRX-047040/,"29,343억",2026.02.09,1352031,-409634
금호건설,4920.0,+9.33%,776891.0,3735.0,271664.0,002990,https://kr.tradingview.com/symbols/KRX-002990/,"1,820억",2026.02.09,-5836,66701
코웨이,87300.0,+5.69%,457076.0,40192.0,418593.0,021240,https://kr.tradingview.com/symbols/KRX-021240/,"62,777억",2026.02.09,124507,-77385
뉴보텍 *,1120.0,+5.46%,322330.0,357.0,219245.0,060260,https://kr.tradingview.com/symbols/KRX-060260/,151억,2026.02.09,0,31517
GS건설,21400.0,+5.42%,2129759.0,45061.0,1656344.0,006360,https://kr.tradingview.com/symbols/KRX-006360/,"18,314억",2026.02.09,173492,490439
코오롱글로벌,9760.0,+5.17%,162036.0,1564.0,34038.0,003070,https://kr.tradingview.com/symbols/KRX-003070/,"2,481억",2026.02.09,-292,4034
와토스코리아 *,7930.0,+4.76%,23603.0,183.0,20142.0,079000,https://kr.tradingview.com/symbols/KRX-079000/,571억,2026.02.09,2893,1683
태영건설,1675.0,+4.23%,1199959.0,2005.0,247966.0,009410,https://kr.tradingview.com/symbols/KRX-009410/,"4,985억",2026.02.09,-37417,76280
한국종합기술,4725.0,+3.28%,47784.0,224.0,17233.0,023350,https://kr.tradingview.com/symbols/KRX-023350/,517억,2026.02.09,-30,3106
웰크론한텍 *,1359.0,+1.80%,152914.0,207.0,90977.0,076080,https://kr.tradingview.com/symbols/KRX-076080/,307억,2026.02.09,0,24162
KBI동양철관,1813.0,+1.51%,722236.0,1301.0,843043.0,008970,https://kr.tradingview.com/symbols/KRX-008970/,"1,881억",2026.02.09,-1730,156495
하이스틸,3775.0,+1.48%,203110.0,761.0,167521.0,071090,https://kr.tradingview.com/symbols/KRX-071090/,762억,2026.02.09,-54,30175
한국주철관,6900.0,+1.32%,34040.0,234.0,71266.0,000970,https://kr.tradingview.com/symbols/KRX-000970/,"1,573억",2026.02.09,-606,3195
도화엔지니어링,6560.0,+0.61%,183536.0,1205.0,144236.0,002150,https://kr.tradingview.com/symbols/KRX-002150/,"2,212억",2026.02.09,11711,19337
티케이지애강 *,636.0,+0.32%,54744.0,35.0,173327.0,022220,https://kr.tradingview.com/symbols/KRX-022220/,329억,2026.02.09,0,-55372
에너토크 *,8720.0,+0.23%,136102.0,1186.0,227882.0,019990,https://kr.tradingview.com/symbols/KRX-019990/,851억,2026.02.09,0,72310
자연과환경 *,615.0,-0.16%,634222.0,387.0,987555.0,043910,https://kr.tradingview.com/symbols/KRX-043910/,697억,2026.02.09,0,36745
KG케미칼,5950.0,-0.17%,280310.0,1682.0,411803.0,001390,https://kr.tradingview.com/symbols/KRX-001390/,"4,000억",2026.02.09,10558,165330
우리기술 *,9500.0,-0.21%,6830690.0,63689.0,11103633.0,032820,https://kr.tradingview.com/symbols/KRX-032820/,"15,842억",2026.02.09,183264,-343347
엔바이오니아 *,10190.0,-0.59%,14757.0,150.0,26845.0,317870,https://kr.tradingview.com/symbols/KRX-317870/,871억,2026.02.09,0,761
유신 *,24850.0,-0.60%,27573.0,686.0,34214.0,054930,https://kr.tradingview.com/symbols/KRX-054930/,746억,2026.02.09,-1316,567
삼성E&A,32950.0,-1.05%,978595.0,32642.0,1288070.0,028050,https://kr.tradingview.com/symbols/KRX-028050/,"64,582억",2026.02.09,100398,42914
두산에너빌리티,94100.0,-1.36%,3956141.0,373092.0,9843507.0,034020,https://kr.tradingview.com/symbols/KRX-034020/,"602,768억",2026.02.09,1121432,2963511
시노펙스 *,6840.0,-3.53%,792304.0,5474.0,852660.0,025320,https://kr.tradingview.com/symbols/KRX-025320/,"6,301억",2026.02.09,118339,-28675
코오롱생명과학 *,63400.0,-4.08%,36533.0,2343.0,32747.0,102940,https://kr.tradingview.com/symbols/KRX-102940/,"8,211억",2026.02.09,-454,5306
CSA 코스믹 *,433.0,-5.25%,807043.0,354.0,1189009.0,083660,https://kr.tradingview.com/symbols/KRX-083660/,272억,2026.02.09,0,128865
비츠로시스 *,528.0,-8.49%,6020758.0,3190.0,33223272.0,054220,https://kr.tradingview.com/symbols/KRX-054220/,317억,2026.02.09,0,-401432
