종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
프레스티지바이오파마,12570.0,+6.44%,299551.0,3736.0,168524.0,950210,https://kr.tradingview.com/symbols/KRX-950210/,"7,554억",2026.02.09,333,2649
대웅제약,178900.0,+5.98%,75569.0,13462.0,27347.0,069620,https://kr.tradingview.com/symbols/KRX-069620/,"2,728억",2026.02.09,3410,143
종근당,93400.0,+5.42%,118030.0,10969.0,43662.0,185750,https://kr.tradingview.com/symbols/KRX-185750/,"12,892억",2026.02.09,10112,8001
한미약품,591000.0,+4.97%,219899.0,129978.0,164953.0,128940,https://kr.tradingview.com/symbols/KRX-128940/,"75,713억",2026.02.09,24154,-8784
한올바이오파마,54200.0,+4.84%,915246.0,50043.0,328840.0,009420,https://kr.tradingview.com/symbols/KRX-009420/,"28,314억",2026.02.09,35316,25272
프레스티지바이오로직스 *,2990.0,+4.36%,271090.0,806.0,108700.0,334970,https://kr.tradingview.com/symbols/KRX-334970/,"2,325억",2026.02.09,3542,12337
LG화학,321000.0,+3.38%,328782.0,104699.0,259118.0,051910,https://kr.tradingview.com/symbols/KRX-051910/,"226,601억",2026.02.09,31072,-14432
팬젠 *,5350.0,+3.28%,18144.0,96.0,14782.0,222110,https://kr.tradingview.com/symbols/KRX-222110/,722억,2026.02.09,0,1078
이수앱지스 *,5650.0,+2.91%,178144.0,1006.0,175003.0,086890,https://kr.tradingview.com/symbols/KRX-086890/,"2,292억",2026.02.09,601,-28950
삼성에피스홀딩스,615000.0,+2.84%,119603.0,72560.0,101481.0,0126Z0,https://kr.tradingview.com/symbols/KRX-001260/,865억,2026.02.09,-27,-5032
보령,9540.0,+1.92%,161142.0,1534.0,137414.0,003850,https://kr.tradingview.com/symbols/KRX-003850/,"8,184억",2026.02.09,-8411,-7435
바이넥스 *,15150.0,+0.66%,127613.0,1941.0,185414.0,053030,https://kr.tradingview.com/symbols/KRX-053030/,"4,952억",2026.02.09,43327,-5473
선바이오 *,5760.0,+0.35%,15314.0,87.0,109385.0,067370,https://kr.tradingview.com/symbols/KRX-067370/,702억,2026.02.09,0,-5702
동아에스티,55300.0,+0.18%,28346.0,1559.0,23474.0,170900,https://kr.tradingview.com/symbols/KRX-170900/,"5,172억",2026.02.09,-4740,1860
녹십자,169100.0,-0.18%,45318.0,7790.0,63477.0,006280,https://kr.tradingview.com/symbols/KRX-006280/,"19,762억",2026.02.09,9573,7370
셀트리온제약 *,70300.0,-0.71%,92768.0,6532.0,180954.0,068760,https://kr.tradingview.com/symbols/KRX-068760/,"3,708억",2026.02.09,27299,16210
셀트리온,227500.0,-1.09%,621686.0,141474.0,1603024.0,068270,https://kr.tradingview.com/symbols/KRX-068270/,"525,436억",2026.02.09,342926,281288
알테오젠 *,378000.0,-2.07%,284099.0,108756.0,412183.0,196170,https://kr.tradingview.com/symbols/KRX-196170/,"202,252억",2026.02.09,111497,-30385
에이프로젠,588.0,-2.81%,7501476.0,4399.0,4346958.0,007460,https://kr.tradingview.com/symbols/KRX-007460/,"1,936억",2026.02.09,-9836,-1035738
에이프로젠바이오로직스,454.0,-3.40%,4451360.0,1989.0,2272442.0,003060,https://kr.tradingview.com/symbols/KRX-003060/,901억,2026.02.09,8082,-682790
삼천당제약 *,513000.0,-5.00%,329715.0,166983.0,200015.0,000250,https://kr.tradingview.com/symbols/KRX-000250/,"12,337억",2026.02.09,22261,11575
