종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
미래에셋증권,61600.0,+15.36%,22399829.0,1365693.0,5434373.0,006800,https://kr.tradingview.com/symbols/KRX-006800/,"349,325억",2026.02.13,-541725,430233
SK텔레콤,86500.0,+10.90%,4004823.0,343449.0,1425568.0,017670,https://kr.tradingview.com/symbols/KRX-017670/,"185,793억",2026.02.13,-172337,622438
한국항공우주,176700.0,+6.77%,2414203.0,428617.0,831709.0,047810,https://kr.tradingview.com/symbols/KRX-047810/,"172,239억",2026.02.13,151680,-54323
한진칼,136100.0,+5.91%,235088.0,31584.0,138788.0,180640,https://kr.tradingview.com/symbols/KRX-180640/,"9,863억",2026.02.13,70385,3751
현대엘리베이터,103300.0,+4.98%,600795.0,61979.0,837027.0,017800,https://kr.tradingview.com/symbols/KRX-017800/,"4,382억",2026.02.13,80189,72765
한샘,48600.0,+4.97%,266387.0,13002.0,45978.0,009240,https://kr.tradingview.com/symbols/KRX-009240/,"11,437억",2026.02.13,22457,72446
한국금융지주,257500.0,+4.46%,529122.0,135586.0,729525.0,071050,https://kr.tradingview.com/symbols/KRX-071050/,"143,494억",2026.02.13,128862,-159156
삼성증권,101000.0,+4.02%,1264744.0,128411.0,682129.0,016360,https://kr.tradingview.com/symbols/KRX-016360/,"9,193억",2026.02.13,167577,-113838
키움증권,469500.0,+3.76%,246799.0,116071.0,166579.0,039490,https://kr.tradingview.com/symbols/KRX-039490/,"127,292억",2026.02.13,25518,-9580
JW중외제약,34800.0,+3.73%,234067.0,8163.0,95778.0,001060,https://kr.tradingview.com/symbols/KRX-001060/,"8,104억",2026.02.13,1366,-34915
엘앤씨바이오 *,95900.0,+3.34%,569996.0,54895.0,227334.0,290650,https://kr.tradingview.com/symbols/KRX-290650/,"23,824억",2026.02.13,1729,179913
주성엔지니어링 *,51000.0,+3.03%,1649515.0,83962.0,1755279.0,036930,https://kr.tradingview.com/symbols/KRX-036930/,"24,107억",2026.02.13,20003,103085
코웨이,89600.0,+1.93%,474010.0,42383.0,599680.0,021240,https://kr.tradingview.com/symbols/KRX-021240/,"64,431억",2026.02.13,108581,-169114
JB금융지주,34650.0,+1.76%,1795314.0,62488.0,2450962.0,175330,https://kr.tradingview.com/symbols/KRX-175330/,"65,795억",2026.02.13,37052,76579
삼성전자,181200.0,+1.46%,33452154.0,6076629.0,41296011.0,005930,https://kr.tradingview.com/symbols/KRX-005930/,"10,726,384억",2026.02.13,556164,-4715928
BGF리테일,139400.0,+1.09%,106861.0,14833.0,100759.0,282330,https://kr.tradingview.com/symbols/KRX-282330/,"24,094억",2026.02.13,31159,33530
SK가스,231000.0,+1.09%,20900.0,4814.0,13613.0,018670,https://kr.tradingview.com/symbols/KRX-018670/,"21,357억",2026.02.13,-4347,1228
롯데칠성,140600.0,+1.08%,30192.0,4234.0,25921.0,005300,https://kr.tradingview.com/symbols/KRX-005300/,"13,046억",2026.02.13,6102,778
아모레퍼시픽,161000.0,+1.00%,323856.0,52462.0,396173.0,090430,https://kr.tradingview.com/symbols/KRX-090430/,"94,173억",2026.02.13,-8595,52205
LIG넥스원,460000.0,+0.99%,110262.0,50039.0,89970.0,079550,https://kr.tradingview.com/symbols/KRX-079550/,"101,200억",2026.02.13,4753,-10438
메리츠금융지주,136300.0,+0.96%,435951.0,59889.0,382762.0,138040,https://kr.tradingview.com/symbols/KRX-138040/,"238,827억",2026.02.13,106755,-38909
KT&G,173800.0,+0.93%,238724.0,41495.0,414317.0,033780,https://kr.tradingview.com/symbols/KRX-033780/,"205,043억",2026.02.13,23039,-20667
NICE평가정보,17700.0,+0.91%,81343.0,1451.0,76779.0,030190,https://kr.tradingview.com/symbols/KRX-030190/,"1,427억",2026.02.13,5473,26538
제일기획,22200.0,+0.91%,403996.0,8911.0,542625.0,030000,https://kr.tradingview.com/symbols/KRX-030000/,"25,539억",2026.02.13,89098,-4745
한전KPS,58300.0,+0.87%,420651.0,24472.0,258636.0,051600,https://kr.tradingview.com/symbols/KRX-051600/,"26,235억",2026.02.13,5731,-7334
HMM,21450.0,+0.47%,2828722.0,60868.0,2174641.0,011200,https://kr.tradingview.com/symbols/KRX-011200/,"202,325억",2026.02.13,373949,53486
