종목명,현재가,등락률,거래량,거래대금,전일거래량,종목코드,차트링크,시가총액,수급일자,기관순매수,외국인순매수
아이디스홀딩스 *,15300.0,+15.04%,394008.0,6134.0,6939.0,054800,https://kr.tradingview.com/symbols/KRX-054800/,"1,583억",2026.02.13,-1179,-12590
성창기업지주,1699.0,+8.77%,1474574.0,2529.0,284414.0,000180,https://kr.tradingview.com/symbols/KRX-000180/,"1,185억",2026.02.13,25630,159543
효성,161900.0,+7.93%,147540.0,23723.0,25243.0,004800,https://kr.tradingview.com/symbols/KRX-004800/,"27,103억",2026.02.13,52018,18733
롯데지주,36050.0,+7.13%,1296359.0,46581.0,357868.0,004990,https://kr.tradingview.com/symbols/KRX-004990/,"37,820억",2026.02.13,310691,129613
일진홀딩스,8230.0,+6.06%,669502.0,5414.0,189154.0,015860,https://kr.tradingview.com/symbols/KRX-015860/,"4,061억",2026.02.13,9217,53238
한진칼,136100.0,+5.91%,235088.0,31584.0,138788.0,180640,https://kr.tradingview.com/symbols/KRX-180640/,"9,863억",2026.02.13,70385,3751
HDC,22700.0,+5.83%,459408.0,10455.0,234040.0,012630,https://kr.tradingview.com/symbols/KRX-012630/,"13,561억",2026.02.13,-29186,50782
대웅,26950.0,+5.27%,340475.0,9109.0,145635.0,003090,https://kr.tradingview.com/symbols/KRX-003090/,"15,669억",2026.02.13,24501,45040
GS피앤엘,64600.0,+5.21%,288829.0,18512.0,178189.0,499790,https://kr.tradingview.com/symbols/KRX-499790/,"12,811억",2026.02.13,8196,-64426
SNT홀딩스,64800.0,+5.02%,44129.0,2877.0,11993.0,036530,https://kr.tradingview.com/symbols/KRX-036530/,"1,565억",2026.02.13,12937,-7411
한국금융지주,257500.0,+4.46%,529122.0,135586.0,729525.0,071050,https://kr.tradingview.com/symbols/KRX-071050/,"143,494억",2026.02.13,128862,-159156
DL,49200.0,+4.35%,244587.0,11989.0,93302.0,000210,https://kr.tradingview.com/symbols/KRX-000210/,"1,310억",2026.02.13,58053,-30848
KPX홀딩스,80900.0,+4.12%,13096.0,1049.0,1271.0,092230,https://kr.tradingview.com/symbols/KRX-092230/,"3,418억",2026.02.13,811,-23
APS *,4885.0,+3.83%,172622.0,830.0,89850.0,054620,https://kr.tradingview.com/symbols/KRX-054620/,899억,2026.02.13,-600,24767
현대지에프홀딩스,14420.0,+3.52%,4508704.0,63957.0,7796669.0,005440,https://kr.tradingview.com/symbols/KRX-005440/,"22,481억",2026.02.13,62090,16891
NICE,14760.0,+3.36%,211079.0,3111.0,45786.0,034310,https://kr.tradingview.com/symbols/KRX-034310/,"5,425억",2026.02.13,-20986,75353
KISCO홀딩스,24600.0,+3.14%,12090.0,292.0,10760.0,001940,https://kr.tradingview.com/symbols/KRX-001940/,"3,487억",2026.02.13,-556,-662
노루홀딩스,25050.0,+3.09%,127220.0,3242.0,62988.0,000320,https://kr.tradingview.com/symbols/KRX-000320/,"3,329억",2026.02.13,3672,6475
삼양홀딩스,71000.0,+3.05%,55432.0,3859.0,53329.0,000070,https://kr.tradingview.com/symbols/KRX-000070/,"5,512억",2026.02.13,-13453,10660
INVENI,82200.0,+3.01%,21725.0,1788.0,19107.0,015360,https://kr.tradingview.com/symbols/KRX-015360/,"4,685억",2026.02.13,-1993,-2181
BNK금융지주,22050.0,+2.80%,2505237.0,55783.0,2493513.0,138930,https://kr.tradingview.com/symbols/KRX-138930/,"68,427억",2026.02.13,171160,90147
한진중공업홀딩스,5170.0,+2.78%,178697.0,913.0,118225.0,003480,https://kr.tradingview.com/symbols/KRX-003480/,"1,527억",2026.02.13,-17,4236
iM금융지주,20800.0,+2.72%,1423514.0,29978.0,920817.0,139130,https://kr.tradingview.com/symbols/KRX-139130/,"33,410억",2026.02.13,274974,-382520
이지홀딩스 *,5640.0,+2.55%,347158.0,1937.0,259461.0,035810,https://kr.tradingview.com/symbols/KRX-035810/,"3,639억",2026.02.13,-391,14135
DN오토모티브,32800.0,+2.50%,424496.0,13956.0,735934.0,007340,https://kr.tradingview.com/symbols/KRX-007340/,"19,192억",2026.02.13,33684,-37672
